id,car_brand,car_registration_year,car_eng_pow,customer_age,postal_code,claim_amount,policy_id,marital_status,file_Name,policy_start,policy_end,car_age,car_age_group,car_eng_pow_group,customer_age_group,exposure
604,GMC,1996,59.0,38.0,,2389.53,P17617,Single,task_data_2.csv,2019-11-03,2021-10-25,26.4,"[9.4, 35.4)",0-100,"[30, 40)",1.0
605,Jeep,2005,131.0,95.0,42001,2010.46,P17137,Married,task_data_2.csv,2019-06-23,2021-01-11,17.4,"[9.4, 35.4)",100-250,"[90, 100)",1.0
606,Isuzu,1992,87.0,89.0,5507,0.0,P74612,Single,task_data_2.csv,2020-08-04,2021-03-28,30.4,"[9.4, 35.4)",0-100,"[80, 90)",0.0
607,Nissan,2011,135.0,41.0,249064,2152.42,P17817,Single,task_data_2.csv,2020-05-01,2021-10-28,11.4,"[9.4, 35.4)",100-250,"[40, 50)",1.0
608,Porsche,1988,292.0,29.0,142452,382.4,P70849,Single,task_data_2.csv,2019-10-11,2021-01-17,34.4,"[9.4, 35.4)",250+,"[20, 30)",1.0
609,Mazda,2003,281.0,34.0,,1376.49,P26124,Married,task_data_2.csv,2020-12-19,2021-06-23,19.4,"[9.4, 35.4)",250+,"[30, 40)",0.5092507032998624
610,Ford,1991,216.0,34.0,10257,2216.33,P95059,Married,task_data_2.csv,2019-07-18,2021-05-23,31.4,"[9.4, 35.4)",100-250,"[30, 40)",1.0
611,Volvo,2010,278.0,100.0,76630000,2166.38,P67235,Married,task_data_2.csv,2020-04-06,2021-11-20,12.4,"[9.4, 35.4)",250+,"[20, 30)",1.0
612,Toyota,1998,329.0,29.0,6524,2212.56,P64400,Married,task_data_2.csv,2019-08-03,2022-02-16,24.4,"[9.4, 35.4)",250+,"[20, 30)",1.0
613,Ford,2011,415.0,64.0,,2240.13,P13574,Married,task_data_2.csv,2020-11-21,2021-07-30,11.4,"[9.4, 35.4)",250+,"[60, 70)",0.6872146587541155
614,Lexus,2003,264.0,70.0,4806,1916.34,P46376,Married,task_data_2.csv,2020-02-10,2021-04-27,19.4,"[9.4, 35.4)",250+,"[70, 80)",1.0
615,Ford,2009,205.0,90.0,,100.11,P46766,Single,task_data_2.csv,2020-06-30,2021-05-03,13.4,"[9.4, 35.4)",100-250,"[90, 100)",0.8405374511454718
616,Oldsmobile,1993,186.0,98.0,,704.07,P39022,Single,task_data_2.csv,2020-02-29,2021-07-28,29.4,"[9.4, 35.4)",100-250,"[90, 100)",1.0
617,Kia,2010,422.0,69.0,762027,249.06,P78311,Married,task_data_2.csv,2020-10-19,2021-09-16,12.4,"[9.4, 35.4)",250+,"[60, 70)",0.9089851263201846
618,Chevrolet,1996,423.0,69.0,,2036.54,P28863,Married,task_data_2.csv,2020-12-24,2022-02-04,26.4,"[9.4, 35.4)",250+,"[60, 70)",1.0
619,Ford,2004,144.0,84.0,,884.88,P32004,Married,task_data_2.csv,2020-01-07,2021-11-13,18.4,"[9.4, 35.4)",100-250,"[80, 90)",1.0
620,Toyota,2004,415.0,86.0,83120,350.72,P50573,Single,task_data_2.csv,2019-04-06,2021-10-09,18.4,"[9.4, 35.4)",250+,"[80, 90)",1.0
621,Chevrolet,1995,105.0,40.0,,638.48,P57507,Married,task_data_2.csv,2019-09-08,2021-09-22,27.4,"[9.4, 35.4)",100-250,"[40, 50)",1.0
622,Audi,2012,294.0,68.0,,1940.19,P62788,Married,task_data_2.csv,2019-07-28,2021-08-06,10.4,"[9.4, 35.4)",250+,"[60, 70)",1.0
623,Jeep,1998,129.0,64.0,11120,1570.03,P56409,Single,task_data_2.csv,2019-07-13,2021-02-26,24.4,"[9.4, 35.4)",100-250,"[60, 70)",1.0
624,Chevrolet,1995,337.0,98.0,38324,2238.51,P47551,Married,task_data_2.csv,2020-01-26,2021-12-20,27.4,"[9.4, 35.4)",250+,"[90, 100)",1.0
625,Dodge,1978,64.0,39.0,,1625.51,P40482,Married,task_data_2.csv,2020-12-26,2021-08-23,44.4,"[35.4, 61.4)",0-100,"[30, 40)",0.6570976816772418
626,BMW,2002,359.0,67.0,6536,0.0,P42837,Single,task_data_2.csv,2020-06-24,2021-12-02,20.4,"[9.4, 35.4)",250+,"[60, 70)",0.0
627,Ford,2011,353.0,22.0,,983.13,P67992,Single,task_data_2.csv,2019-10-20,2021-04-13,11.4,"[9.4, 35.4)",250+,"[20, 30)",1.0
628,Mazda,1992,488.0,84.0,,774.78,P08943,Single,task_data_2.csv,2019-05-24,2021-03-17,30.4,"[9.4, 35.4)",250+,"[80, 90)",1.0
629,Lincoln,2007,240.0,78.0,5020,124.09,P97484,Married,task_data_2.csv,2020-03-17,2021-12-01,15.4,"[9.4, 35.4)",100-250,"[70, 80)",1.0
630,Dodge,2008,133.0,56.0,16430,2335.15,P23351,Single,task_data_2.csv,2019-10-26,2021-03-08,14.4,"[9.4, 35.4)",100-250,"[50, 60)",1.0
631,Mitsubishi,1985,350.0,72.0,8600,984.57,P26497,Married,task_data_2.csv,2019-08-13,2021-08-15,37.4,"[35.4, 61.4)",250+,"[70, 80)",1.0
632,Daewoo,2001,412.0,42.0,61635,406.83,P48914,Married,task_data_2.csv,2020-09-11,2021-03-18,21.4,"[9.4, 35.4)",250+,"[40, 50)",0.5147265173138394
632,Daewoo,2001,412.0,42.0,61635,406.83,P48914,Married,task_data_2.csv,2020-10-23,2021-07-23,21.4,"[9.4, 35.4)",250+,"[40, 50)",0.7474486129078626
633,Pontiac,1998,173.0,76.0,1104,559.79,P96555,Single,task_data_2.csv,2020-03-18,2021-10-09,24.4,"[9.4, 35.4)",100-250,"[70, 80)",1.0
634,Toyota,1994,330.0,96.0,,604.93,P02378,Single,task_data_2.csv,2019-08-19,2022-02-01,28.4,"[9.4, 35.4)",250+,"[90, 100)",1.0
635,BMW,2003,500.0,100.0,,2185.85,P03264,Single,task_data_2.csv,2019-04-27,2021-12-31,19.4,"[9.4, 35.4)",250+,"[20, 30)",1.0
636,Daewoo,2002,406.0,50.0,,1890.23,P28900,Married,task_data_2.csv,2019-10-21,2021-06-04,20.4,"[9.4, 35.4)",250+,"[50, 60)",1.0
637,Subaru,2005,51.0,87.0,,1849.95,P99604,Single,task_data_2.csv,2019-07-09,2021-06-09,17.4,"[9.4, 35.4)",0-100,"[80, 90)",1.0
638,Suzuki,1990,204.0,66.0,,629.93,P96478,Single,task_data_2.csv,2019-06-12,2021-01-17,32.4,"[9.4, 35.4)",100-250,"[60, 70)",1.0
639,Plymouth,1997,257.0,53.0,07800000,813.07,P85268,Married,task_data_2.csv,2019-11-09,2021-07-31,25.4,"[9.4, 35.4)",250+,"[50, 60)",1.0
640,Chevrolet,2008,117.0,89.0,,1413.65,P52590,Married,task_data_2.csv,2020-04-09,2021-02-12,14.4,"[9.4, 35.4)",100-250,"[80, 90)",0.8460132651594489
641,Jeep,2003,76.0,48.0,72001,1967.94,P48814,Single,task_data_2.csv,2019-07-13,2021-03-21,19.4,"[9.4, 35.4)",0-100,"[40, 50)",1.0
642,Aston Martin,2007,133.0,74.0,,2012.91,P00781,Married,task_data_2.csv,2020-06-10,2021-09-01,15.4,"[9.4, 35.4)",100-250,"[70, 80)",1.0
643,Ford,1984,146.0,44.0,,621.31,P47789,Single,task_data_2.csv,2019-04-09,2021-07-07,38.4,"[35.4, 61.4)",100-250,"[40, 50)",1.0
644,Mazda,2001,102.0,50.0,53284,0.0,P42969,Single,task_data_2.csv,2020-04-24,2021-08-25,21.4,"[9.4, 35.4)",100-250,"[50, 60)",0.0
645,Ford,1997,269.0,92.0,,880.16,P49035,Single,task_data_2.csv,2020-12-23,2021-11-04,25.4,"[9.4, 35.4)",250+,"[90, 100)",0.8651786142083684
646,Dodge,2012,89.0,99.0,,1318.18,P01553,Married,task_data_2.csv,2019-08-02,2021-09-22,10.4,"[9.4, 35.4)",0-100,"[90, 100)",1.0
647,Mercedes-Benz,1994,466.0,83.0,,36.87,P03729,Married,task_data_2.csv,2020-03-02,2021-07-28,28.4,"[9.4, 35.4)",250+,"[80, 90)",1.0
648,Cadillac,2008,449.0,67.0,,2125.16,P76626,Married,task_data_2.csv,2019-01-04,2021-09-13,14.4,"[9.4, 35.4)",250+,"[60, 70)",1.0
649,Kia,2004,204.0,19.0,,947.53,P70889,Single,task_data_2.csv,2019-02-13,2021-05-18,18.4,"[9.4, 35.4)",100-250,"[20, 30)",1.0
650,Lexus,2003,454.0,49.0,4829,1653.83,P32773,Single,task_data_2.csv,2019-02-11,2021-07-30,19.4,"[9.4, 35.4)",250+,"[40, 50)",1.0
651,Toyota,2008,134.0,78.0,32237,1771.59,P07902,Married,task_data_2.csv,2019-08-19,2021-08-13,14.4,"[9.4, 35.4)",100-250,"[70, 80)",1.0
652,Hyundai,2009,477.0,42.0,431226,1918.39,P36855,Married,task_data_2.csv,2020-08-23,2021-03-11,13.4,"[9.4, 35.4)",250+,"[40, 50)",0.5475814013977015
653,Oldsmobile,1996,167.0,25.0,34322,978.14,P40024,Single,task_data_2.csv,2020-07-02,2021-04-19,26.4,"[9.4, 35.4)",100-250,"[20, 30)",0.7967309390336558
654,Chrysler,2002,229.0,67.0,,38.74,P56877,Single,task_data_2.csv,2019-03-23,2022-02-14,20.4,"[9.4, 35.4)",100-250,"[60, 70)",1.0
655,Suzuki,2008,367.0,62.0,,1623.15,P66125,Married,task_data_2.csv,2019-08-03,2021-09-07,14.4,"[9.4, 35.4)",250+,"[60, 70)",1.0
656,BMW,2000,170.0,45.0,96321,2354.5,P00887,Single,task_data_2.csv,2020-05-04,2021-08-17,22.4,"[9.4, 35.4)",100-250,"[40, 50)",1.0
657,Nissan,1996,442.0,43.0,,845.67,P90942,Married,task_data_2.csv,2019-03-09,2022-01-07,26.4,"[9.4, 35.4)",250+,"[40, 50)",1.0
658,Chrysler,2003,478.0,32.0,39930,0.0,P26855,Single,task_data_2.csv,2019-05-26,2021-07-27,19.4,"[9.4, 35.4)",250+,"[30, 40)",0.0
659,Ford,1972,-1.0,-1.0,,1870.58,P70514,Married,task_data_2.csv,2019-01-14,2021-01-25,50.4,"[35.4, 61.4)",,"[20, 30)",1.0
660,Maserati,1990,170.0,84.0,,1713.56,P06137,Single,task_data_2.csv,2019-02-10,2021-06-16,32.4,"[9.4, 35.4)",100-250,"[80, 90)",1.0
661,Isuzu,2001,72.0,47.0,,2433.17,P30861,Married,task_data_2.csv,2020-01-01,2021-04-14,21.4,"[9.4, 35.4)",0-100,"[40, 50)",1.0
662,Mitsubishi,2002,356.0,35.0,1011,2321.7,P54828,Married,task_data_2.csv,2020-05-19,2022-02-08,20.4,"[9.4, 35.4)",250+,"[30, 40)",1.0
663,Volkswagen,1993,321.0,70.0,,39.5,P69689,Married,task_data_2.csv,2020-08-11,2021-04-02,29.4,"[9.4, 35.4)",250+,"[70, 80)",0.6406702396353108
664,Honda,2006,486.0,35.0,46220,1714.28,P72344,Married,task_data_2.csv,2020-04-09,2022-02-17,16.4,"[9.4, 35.4)",250+,"[30, 40)",1.0
665,Dodge,2002,197.0,55.0,763508,1214.21,P19726,Single,task_data_2.csv,2020-12-07,2021-04-21,20.4,"[9.4, 35.4)",100-250,"[50, 60)",0.36961744594344853
666,Mercedes-Benz,1988,330.0,46.0,3212342,73.38,P16867,Single,task_data_2.csv,2020-08-20,2021-03-18,34.4,"[9.4, 35.4)",250+,"[40, 50)",0.5749604714675866
667,Toyota,2008,194.0,28.0,56457,342.86,P73624,Single,task_data_2.csv,2019-08-31,2022-01-05,14.4,"[9.4, 35.4)",100-250,"[20, 30)",1.0
668,Ford,2007,91.0,83.0,54529CEDEX,2361.02,P80706,Single,task_data_2.csv,2020-04-16,2021-11-18,15.4,"[9.4, 35.4)",0-100,"[80, 90)",1.0
669,Mazda,2003,180.0,27.0,83087,744.18,P59667,Married,task_data_2.csv,2019-06-21,2021-03-09,19.4,"[9.4, 35.4)",100-250,"[20, 30)",1.0
670,Cadillac,1993,118.0,69.0,41717,2095.73,P68082,Single,task_data_2.csv,2019-09-13,2021-10-08,29.4,"[9.4, 35.4)",100-250,"[60, 70)",1.0
671,Chevrolet,2011,142.0,51.0,58550000,553.71,P77478,Single,task_data_2.csv,2019-11-19,2021-10-12,11.4,"[9.4, 35.4)",100-250,"[50, 60)",1.0
672,Audi,2011,243.0,81.0,73700000,0.0,P98786,Single,task_data_2.csv,2019-02-17,2021-08-11,11.4,"[9.4, 35.4)",100-250,"[80, 90)",0.0
673,Mercedes-Benz,2007,380.0,67.0,,1268.67,P87385,Married,task_data_2.csv,2020-06-10,2021-04-20,15.4,"[9.4, 35.4)",250+,"[60, 70)",0.8597028001943914
674,Suzuki,2005,110.0,62.0,,827.61,P97466,Married,task_data_2.csv,2020-04-28,2022-02-19,17.4,"[9.4, 35.4)",100-250,"[60, 70)",1.0
675,Audi,2008,101.0,96.0,,1906.47,P43784,Married,task_data_2.csv,2020-10-22,2021-09-29,14.4,"[9.4, 35.4)",100-250,"[90, 100)",0.9363641963900696
676,Dodge,2002,277.0,34.0,41702,1809.34,P60677,Married,task_data_2.csv,2020-09-07,2021-06-03,20.4,"[9.4, 35.4)",250+,"[30, 40)",0.7364969848799086
677,Suzuki,1999,469.0,45.0,,646.07,P90571,Single,task_data_2.csv,2019-05-08,2021-01-20,23.4,"[9.4, 35.4)",250+,"[40, 50)",1.0
678,Land Rover,2005,60.0,41.0,,0.0,P63228,Single,task_data_2.csv,2019-06-02,2021-05-17,17.4,"[9.4, 35.4)",0-100,"[40, 50)",0.0
679,Dodge,1994,415.0,35.0,9253,1445.02,P33768,Married,task_data_2.csv,2020-11-15,2021-05-02,28.4,"[9.4, 35.4)",250+,"[30, 40)",0.4599683771740693
680,Buick,1998,249.0,83.0,238026,1207.66,P11353,Single,task_data_2.csv,2019-05-26,2021-06-13,24.4,"[9.4, 35.4)",100-250,"[80, 90)",1.0
681,Lexus,2001,135.0,93.0,,1616.67,P12792,Married,task_data_2.csv,2019-06-16,2021-04-25,21.4,"[9.4, 35.4)",100-250,"[90, 100)",1.0
682,Ford,2001,199.0,17.0,,750.78,P35748,Single,task_data_2.csv,2019-08-12,2021-12-17,21.4,"[9.4, 35.4)",100-250,"[20, 30)",1.0
683,Chevrolet,1997,153.0,59.0,69940000,747.46,P15378,Married,task_data_2.csv,2019-07-08,2022-02-20,25.4,"[9.4, 35.4)",100-250,"[50, 60)",1.0
684,Mazda,1990,116.0,21.0,352947,2398.08,P42697,Married,task_data_2.csv,2019-06-25,2021-08-14,32.4,"[9.4, 35.4)",100-250,"[20, 30)",1.0
685,Hyundai,2001,200.0,88.0,,7.9,P33379,Single,task_data_2.csv,2019-01-25,2021-12-19,21.4,"[9.4, 35.4)",100-250,"[80, 90)",1.0
686,Lexus,1990,-1.0,-1.0,,2219.25,P09573,Single,task_data_2.csv,2019-04-18,2021-02-11,32.4,"[9.4, 35.4)",,"[20, 30)",1.0
687,Ford,1998,342.0,53.0,,184.28,P03728,Married,task_data_2.csv,2020-03-08,2021-03-22,24.4,"[9.4, 35.4)",250+,"[50, 60)",1.0
688,Infiniti,2011,75.0,36.0,2014,0.0,P75910,Single,task_data_2.csv,2020-04-16,2021-12-19,11.4,"[9.4, 35.4)",0-100,"[30, 40)",0.0
689,Mazda,2005,101.0,40.0,2410505,2067.77,P99054,Married,task_data_2.csv,2020-10-15,2021-11-09,17.4,"[9.4, 35.4)",100-250,"[40, 50)",1.0
690,Nissan,2006,401.0,55.0,,825.11,P08643,Single,task_data_2.csv,2019-07-05,2022-02-03,16.4,"[9.4, 35.4)",250+,"[50, 60)",1.0
691,Volkswagen,1991,226.0,80.0,2630505,292.24,P96329,Married,task_data_2.csv,2019-07-07,2021-02-05,31.4,"[9.4, 35.4)",100-250,"[80, 90)",1.0
692,Ford,2010,436.0,44.0,4610695,1541.47,P66857,Married,task_data_2.csv,2020-08-29,2021-03-23,12.4,"[9.4, 35.4)",250+,"[40, 50)",0.5640088434396325
693,Porsche,1994,318.0,71.0,46331,411.39,P36952,Married,task_data_2.csv,2020-07-09,2021-09-17,28.4,"[9.4, 35.4)",250+,"[70, 80)",1.0
694,Maserati,1990,157.0,75.0,96127,2440.98,P36131,Married,task_data_2.csv,2019-11-30,2021-12-29,32.4,"[9.4, 35.4)",100-250,"[70, 80)",1.0
695,Dodge,2007,410.0,58.0,,49.79,P79874,Single,task_data_2.csv,2020-06-09,2021-01-07,15.4,"[9.4, 35.4)",250+,"[50, 60)",0.5804362854815637
696,Chrysler,2004,331.0,52.0,,1140.05,P17770,Married,task_data_2.csv,2020-09-24,2022-01-12,18.4,"[9.4, 35.4)",250+,"[50, 60)",1.0
697,Volkswagen,1991,306.0,18.0,8316,72.36,P69630,Single,task_data_2.csv,2020-08-14,2021-04-29,31.4,"[9.4, 35.4)",250+,"[20, 30)",0.706380007803035
698,Lincoln,2009,497.0,41.0,,837.49,P58474,Single,task_data_2.csv,2019-05-13,2021-07-29,13.4,"[9.4, 35.4)",250+,"[40, 50)",1.0
699,Ford,1995,137.0,48.0,,68.98,P56744,Married,task_data_2.csv,2020-09-23,2021-08-11,27.4,"[9.4, 35.4)",100-250,"[40, 50)",0.8816060562502994
700,Mitsubishi,1994,447.0,24.0,,1202.97,P66728,Single,task_data_2.csv,2019-09-25,2022-01-07,28.4,"[9.4, 35.4)",250+,"[20, 30)",1.0
701,Dodge,2006,339.0,68.0,,1514.2,P10388,Single,task_data_2.csv,2019-10-25,2021-05-03,16.4,"[9.4, 35.4)",250+,"[60, 70)",1.0
702,Mazda,1995,300.0,26.0,,1594.14,P26140,Single,task_data_2.csv,2020-07-31,2021-08-06,27.4,"[9.4, 35.4)",250+,"[20, 30)",1.0
702,Mazda,1995,300.0,26.0,,1594.14,P26140,Single,task_data_2.csv,2020-10-28,2021-08-21,27.4,"[9.4, 35.4)",250+,"[20, 30)",0.8131583810755868
703,Ford,1987,315.0,48.0,67000000,165.17,P32444,Married,task_data_2.csv,2019-05-31,2021-01-03,35.4,"[35.4, 61.4)",250+,"[40, 50)",1.0
704,Ford,1997,404.0,19.0,94122,1393.44,P91546,Married,task_data_2.csv,2020-01-29,2022-02-06,25.4,"[9.4, 35.4)",250+,"[20, 30)",1.0
705,Mazda,2007,472.0,76.0,4745235,0.0,P59650,Single,task_data_2.csv,2019-10-02,2021-05-05,15.4,"[9.4, 35.4)",250+,"[70, 80)",0.0
706,Suzuki,2000,217.0,21.0,,1394.56,P50242,Single,task_data_2.csv,2019-09-03,2021-03-12,22.4,"[9.4, 35.4)",100-250,"[20, 30)",1.0
707,Audi,1997,385.0,82.0,,1216.62,P07397,Single,task_data_2.csv,2020-06-10,2021-09-25,25.4,"[9.4, 35.4)",250+,"[80, 90)",1.0
708,Mercedes-Benz,2003,119.0,36.0,81035,2405.87,P83625,Married,task_data_2.csv,2020-04-22,2021-02-21,19.4,"[9.4, 35.4)",100-250,"[30, 40)",0.8350616371314948
709,Mazda,1998,122.0,38.0,47180,2068.05,P38361,Single,task_data_2.csv,2019-04-29,2021-07-13,24.4,"[9.4, 35.4)",100-250,"[30, 40)",1.0
710,Oldsmobile,2003,390.0,75.0,,1899.09,P85822,Single,task_data_2.csv,2019-04-08,2021-08-30,19.4,"[9.4, 35.4)",250+,"[70, 80)",1.0
711,Mercury,1970,170.0,88.0,,1791.64,P19093,Married,task_data_2.csv,2020-10-31,2021-09-20,52.4,"[35.4, 61.4)",100-250,"[80, 90)",0.8870818702642764
712,Lamborghini,1997,488.0,63.0,,881.3,P87416,Married,task_data_2.csv,2020-10-13,2021-06-06,25.4,"[9.4, 35.4)",250+,"[60, 70)",0.6461460536492878
713,Hyundai,2003,350.0,100.0,17184CEDEX,1474.73,P89555,Single,task_data_2.csv,2020-08-10,2021-11-16,19.4,"[9.4, 35.4)",250+,"[20, 30)",1.0
714,Jaguar,2008,495.0,69.0,,292.21,P61796,Married,task_data_2.csv,2020-02-26,2021-10-16,14.4,"[9.4, 35.4)",250+,"[60, 70)",1.0
715,Bentley,2007,97.0,32.0,65191,752.87,P99975,Married,task_data_2.csv,2019-08-26,2021-06-09,15.4,"[9.4, 35.4)",0-100,"[30, 40)",1.0
716,Lincoln,2007,499.0,52.0,,1054.3,P58161,Married,task_data_2.csv,2019-03-08,2021-02-20,15.4,"[9.4, 35.4)",250+,"[50, 60)",1.0
717,Acura,2011,262.0,99.0,175323,44.03,P75227,Married,task_data_2.csv,2019-05-21,2021-10-09,11.4,"[9.4, 35.4)",250+,"[90, 100)",1.0
718,Dodge,2009,230.0,34.0,,197.34,P56590,Single,task_data_2.csv,2019-07-04,2021-06-18,13.4,"[9.4, 35.4)",100-250,"[30, 40)",1.0
719,BMW,2007,472.0,45.0,,1785.13,P39594,Single,task_data_2.csv,2019-12-02,2021-12-13,15.4,"[9.4, 35.4)",250+,"[40, 50)",1.0
720,Chevrolet,1993,189.0,81.0,,395.61,P23839,Married,task_data_2.csv,2019-03-11,2021-03-05,29.4,"[9.4, 35.4)",100-250,"[80, 90)",1.0
721,Volkswagen,1984,240.0,36.0,,213.65,P14865,Single,task_data_2.csv,2019-02-14,2021-07-14,38.4,"[35.4, 61.4)",100-250,"[30, 40)",1.0
722,Mazda,1987,220.0,20.0,,2260.57,P00587,Single,task_data_2.csv,2019-05-15,2021-05-27,35.4,"[35.4, 61.4)",100-250,"[20, 30)",1.0
723,Buick,1992,368.0,47.0,141196,1355.66,P03874,Single,task_data_2.csv,2019-03-28,2021-03-20,30.4,"[9.4, 35.4)",250+,"[40, 50)",1.0
724,Chevrolet,1998,-1.0,-1.0,,7.57,P36083,Single,task_data_2.csv,2019-06-17,2021-07-09,24.4,"[9.4, 35.4)",,"[20, 30)",1.0
725,Pontiac,2009,412.0,99.0,,408.05,P91586,Married,task_data_2.csv,2020-10-21,2021-04-11,13.4,"[9.4, 35.4)",250+,"[90, 100)",0.4709200052020233
726,Ford,2012,431.0,57.0,,1560.61,P27972,Married,task_data_2.csv,2019-08-19,2021-05-26,10.4,"[9.4, 35.4)",250+,"[50, 60)",1.0
727,Acura,2004,129.0,85.0,44892,228.56,P06871,Single,task_data_2.csv,2019-04-08,2021-07-28,18.4,"[9.4, 35.4)",100-250,"[80, 90)",1.0
728,Lexus,2000,181.0,50.0,,187.14,P59261,Single,task_data_2.csv,2019-05-22,2021-02-16,22.4,"[9.4, 35.4)",100-250,"[50, 60)",1.0
729,Pontiac,1990,444.0,31.0,9607,898.49,P02961,Married,task_data_2.csv,2019-02-06,2021-08-31,32.4,"[9.4, 35.4)",250+,"[30, 40)",1.0
730,Chrysler,1993,226.0,46.0,G8B,1296.23,P12267,Married,task_data_2.csv,2020-03-10,2021-04-20,29.4,"[9.4, 35.4)",100-250,"[40, 50)",1.0
731,Chevrolet,2010,183.0,64.0,685000,1878.3,P75049,Married,task_data_2.csv,2020-02-11,2021-10-12,12.4,"[9.4, 35.4)",100-250,"[60, 70)",1.0
732,Ford,1987,275.0,80.0,,1983.06,P58903,Married,task_data_2.csv,2019-04-14,2021-06-21,35.4,"[35.4, 61.4)",250+,"[80, 90)",1.0
733,Lincoln,2009,90.0,45.0,188910,207.98,P12379,Married,task_data_2.csv,2020-12-19,2021-01-25,13.4,"[9.4, 35.4)",0-100,"[40, 50)",0.10130255925857479
734,Dodge,2000,200.0,56.0,,1423.44,P27581,Single,task_data_2.csv,2020-02-24,2021-01-26,22.4,"[9.4, 35.4)",100-250,"[50, 60)",0.9226746613551271
735,Chevrolet,2003,468.0,22.0,,1773.97,P41511,Married,task_data_2.csv,2020-07-19,2022-01-07,19.4,"[9.4, 35.4)",250+,"[20, 30)",1.0
736,Mercedes-Benz,1997,226.0,39.0,,1530.39,P62277,Married,task_data_2.csv,2019-02-13,2021-12-26,25.4,"[9.4, 35.4)",100-250,"[30, 40)",1.0
737,BMW,1998,421.0,96.0,,84.88,P52043,Single,task_data_2.csv,2020-11-26,2021-03-18,24.4,"[9.4, 35.4)",250+,"[90, 100)",0.30664558478271287
738,Kia,2005,261.0,50.0,,171.75,P82316,Single,task_data_2.csv,2020-10-01,2021-02-03,17.4,"[9.4, 35.4)",250+,"[50, 60)",0.3422383758735634
739,Daewoo,2001,481.0,42.0,,1100.2,P10288,Married,task_data_2.csv,2019-06-17,2021-07-12,21.4,"[9.4, 35.4)",250+,"[40, 50)",1.0
740,Ford,1995,242.0,46.0,68420000,76.92,P31252,Single,task_data_2.csv,2020-10-16,2021-03-11,27.4,"[9.4, 35.4)",100-250,"[40, 50)",0.39973442302032214
741,Mitsubishi,1986,247.0,86.0,MD6214,1476.81,P86688,Single,task_data_2.csv,2019-11-26,2021-03-31,36.4,"[35.4, 61.4)",100-250,"[80, 90)",1.0
742,Volkswagen,1991,144.0,90.0,,1438.91,P00125,Married,task_data_2.csv,2020-02-02,2021-03-09,31.4,"[9.4, 35.4)",100-250,"[90, 100)",1.0
743,Toyota,2006,448.0,38.0,2500370,956.05,P70429,Single,task_data_2.csv,2019-03-13,2022-01-08,16.4,"[9.4, 35.4)",250+,"[30, 40)",1.0
744,Chrysler,2001,193.0,45.0,68451,1498.2,P13758,Married,task_data_2.csv,2020-03-19,2021-02-13,21.4,"[9.4, 35.4)",100-250,"[40, 50)",0.9062472193131961
745,Pontiac,2006,196.0,20.0,,2499.49,P91180,Married,task_data_2.csv,2019-11-05,2021-08-26,16.4,"[9.4, 35.4)",100-250,"[20, 30)",1.0
746,Volkswagen,2010,202.0,75.0,167907,2109.07,P10979,Married,task_data_2.csv,2019-11-06,2021-06-01,12.4,"[9.4, 35.4)",100-250,"[70, 80)",1.0
747,Aston Martin,2012,155.0,49.0,,1186.72,P53829,Married,task_data_2.csv,2019-04-14,2021-12-27,10.4,"[9.4, 35.4)",100-250,"[40, 50)",1.0
748,Hummer,1994,192.0,73.0,,1758.95,P23613,Married,task_data_2.csv,2020-07-22,2022-02-18,28.4,"[9.4, 35.4)",100-250,"[70, 80)",1.0
749,Mitsubishi,2002,159.0,41.0,453187,2163.26,P41699,Single,task_data_2.csv,2020-05-01,2021-01-19,20.4,"[9.4, 35.4)",100-250,"[40, 50)",0.7200695428379775
750,Ford,2009,-1.0,-1.0,,1683.8,P66485,Single,task_data_2.csv,2020-10-30,2021-08-23,13.4,"[9.4, 35.4)",,"[20, 30)",0.8131583810755868
751,Oldsmobile,1996,171.0,42.0,88870000,1006.17,P48137,Single,task_data_2.csv,2020-05-23,2021-05-13,26.4,"[9.4, 35.4)",100-250,"[40, 50)",0.9719569874809202
752,Dodge,2000,290.0,18.0,,2152.96,P27682,Single,task_data_2.csv,2019-07-21,2021-03-09,22.4,"[9.4, 35.4)",250+,"[20, 30)",1.0
753,Maserati,1991,456.0,34.0,4615325,1849.08,P29196,Married,task_data_2.csv,2019-09-04,2021-11-16,31.4,"[9.4, 35.4)",250+,"[30, 40)",1.0
754,GMC,1994,337.0,19.0,,2107.05,P17713,Married,task_data_2.csv,2019-06-20,2021-11-11,28.4,"[9.4, 35.4)",250+,"[20, 30)",1.0
755,Mazda,1990,312.0,27.0,,616.84,P38326,Single,task_data_2.csv,2019-08-12,2021-04-17,32.4,"[9.4, 35.4)",250+,"[20, 30)",1.0
756,Hyundai,2005,360.0,85.0,,1867.88,P01064,Single,task_data_2.csv,2019-04-18,2021-03-04,17.4,"[9.4, 35.4)",250+,"[80, 90)",1.0
757,GMC,2010,254.0,92.0,,740.48,P35292,Single,task_data_2.csv,2019-02-14,2021-05-08,12.4,"[9.4, 35.4)",250+,"[90, 100)",1.0
758,Isuzu,2000,487.0,28.0,8504,1020.94,P35873,Married,task_data_2.csv,2020-01-19,2021-09-01,22.4,"[9.4, 35.4)",250+,"[20, 30)",1.0
759,Land Rover,2009,492.0,36.0,4765190,1906.78,P30813,Single,task_data_2.csv,2020-07-28,2021-02-15,13.4,"[9.4, 35.4)",250+,"[30, 40)",0.5530572154116785
